"season","team","wins","losses","fga","fg_per","three_pa","three_per","two_pa","two_per","fta","ft_per","off_reb","def_reb","ast","stl","blk","tov","fouls","pts"
"2011-12","Denver Nuggets",38,28,5404,"0.476",1311,"0.332",4093,"0.522",1760,"0.735",738,2105,1581,540,330,1015,1297,6872
"2012-13","Denver Nuggets",57,25,6983,"0.478",1518,"0.343",5465,"0.516",2148,"0.701",1092,2601,2002,762,533,1253,1682,8704
"2013-14","Denver Nuggets",36,46,7042,"0.447",1959,"0.358",5083,"0.481",2154,"0.726",1009,2717,1838,615,459,1305,1890,8559
"2014-15","Denver Nuggets",30,52,7158,"0.433",2032,"0.325",5126,"0.476",1991,"0.734",1012,2653,1788,641,367,1166,1882,8320
"2015-16","Denver Nuggets",33,49,7003,"0.442",1943,"0.338",5060,"0.482",1974,"0.766",941,2718,1858,609,395,1202,1723,8355
"2016-17","Denver Nuggets",40,42,7194,"0.469",2365,"0.368",4829,"0.519",1986,"0.774",966,2837,2077,568,323,1226,1567,9161
"2017-18","Denver Nuggets",46,36,7102,"0.47",2536,"0.371",4566,"0.525",1830,"0.767",902,2748,2059,627,404,1227,1533,9020
"2018-19","Denver Nuggets",54,28,7384,"0.466",2571,"0.351",4813,"0.527",1714,"0.755",972,2832,2245,634,363,1102,1644,9075
"2019-20","Denver Nuggets",46,27,6488,"0.473",2234,"0.359",4254,"0.533",1526,"0.777",786,2436,1952,586,337,1005,1485,8124
"2020-21","Denver Nuggets",47,25,6422,"0.485",2462,"0.377",3960,"0.552",1406,"0.803",758,2442,1933,582,323,972,1374,8284
"2021-22","Denver Nuggets",48,34,7079,"0.483",2944,"0.353",4135,"0.575",1725,"0.795",752,2865,2279,592,305,1189,1639,9243
"2022-23","Denver Nuggets",53,29,7088,"0.504",2559,"0.379",4529,"0.575",1834,"0.751",828,2699,2368,618,368,1192,1525,9495
"2000-01","Detroit Pistons",32,50,6880,"0.424",1112,"0.35",5768,"0.439",2233,"0.721",1108,2626,1629,613,447,1304,1955,7837
"2001-02","Detroit Pistons",50,32,6300,"0.452",1509,"0.376",4791,"0.475",1954,"0.756",810,2366,1765,648,565,1193,1695,7735
"2002-03","Detroit Pistons",50,32,6277,"0.43",1488,"0.358",4789,"0.452",2021,"0.771",883,2445,1620,556,468,1104,1748,7492
"2003-04","Detroit Pistons",54,28,6314,"0.435",968,"0.344",5346,"0.452",2074,"0.753",1014,2492,1702,659,570,1241,1664,7388
"2004-05","Detroit Pistons",54,28,6421,"0.444",1053,"0.345",5368,"0.463",2150,"0.739",1054,2507,1787,576,497,1133,1638,7653
"2005-06","Detroit Pistons",64,18,6558,"0.455",1451,"0.384",5107,"0.475",1950,"0.727",975,2347,1971,580,490,931,1513,7941
"2006-07","Detroit Pistons",53,29,6484,"0.454",1305,"0.344",5179,"0.481",1988,"0.774",948,2374,1768,583,472,1001,1672,7872
"2007-08","Detroit Pistons",59,23,6551,"0.458",1330,"0.366",5221,"0.481",1965,"0.767",974,2423,1831,583,472,956,1688,7992
"2008-09","Detroit Pistons",39,43,6559,"0.454",1079,"0.349",5480,"0.475",1849,"0.751",949,2448,1689,493,377,973,1712,7727
"2009-10","Detroit Pistons",27,55,6602,"0.445",1190,"0.314",5412,"0.474",1998,"0.728",1053,2242,1591,596,313,1100,1822,7709
"2010-11","Detroit Pistons",30,52,6647,"0.46",1256,"0.376",5391,"0.479",1854,"0.737",931,2236,1730,595,328,1067,1629,7951
"2011-12","Detroit Pistons",25,41,5232,"0.438",916,"0.346",4316,"0.457",1461,"0.752",775,1882,1232,460,278,1033,1293,5997
"2012-13","Detroit Pistons",29,53,6638,"0.449",1440,"0.356",5198,"0.474",1870,"0.699",991,2463,1742,574,400,1241,1623,7778
"2013-14","Detroit Pistons",29,53,7124,"0.447",1580,"0.321",5544,"0.483",2111,"0.67",1196,2525,1714,687,395,1193,1666,8286
"2014-15","Detroit Pistons",32,50,7038,"0.432",2043,"0.344",4995,"0.468",1838,"0.703",1051,2630,1771,623,383,1099,1559,8077
"2015-16","Detroit Pistons",44,38,7087,"0.439",2148,"0.345",4939,"0.48",2095,"0.668",1021,2777,1594,573,304,1110,1557,8361
"2016-17","Detroit Pistons",37,45,7282,"0.449",1915,"0.33",5367,"0.492",1586,"0.719",908,2838,1732,574,310,973,1467,8309
"2017-18","Detroit Pistons",39,43,7129,"0.45",2373,"0.373",4756,"0.488",1621,"0.745",830,2756,1868,628,317,1103,1508,8509
"2018-19","Detroit Pistons",41,41,7238,"0.44",2854,"0.348",4384,"0.5",1893,"0.747",936,2752,1845,569,331,1135,1811,8778
"2019-20","Detroit Pistons",20,46,5658,"0.459",2157,"0.367",3501,"0.515",1476,"0.743",644,2109,1589,490,299,1008,1299,7078
"2020-21","Detroit Pistons",20,52,6162,"0.452",2370,"0.351",3792,"0.515",1683,"0.759",694,2381,1743,531,371,1075,1477,7676
"2021-22","Detroit Pistons",23,59,7267,"0.431",2838,"0.326",4429,"0.498",1806,"0.782",900,2625,1924,630,393,1163,1799,8596
"2022-23","Detroit Pistons",17,65,7140,"0.454",2659,"0.351",4481,"0.516",2106,"0.771",916,2564,1884,574,308,1237,1813,9045
"2000-01","Golden State Warriors",17,65,7175,"0.409",964,"0.293",6211,"0.427",2024,"0.706",1345,2385,1788,742,410,1301,1727,7584
"2001-02","Golden State Warriors",21,61,6989,"0.429",994,"0.322",5995,"0.447",2344,"0.722",1334,2493,1706,650,523,1378,1884,8009
"2002-03","Golden State Warriors",38,44,6941,"0.441",1235,"0.344",5706,"0.462",2382,"0.778",1284,2546,1712,594,506,1295,1786,8400
"2003-04","Golden State Warriors",37,45,6511,"0.442",1283,"0.334",5228,"0.468",2028,"0.725",1002,2533,1681,576,389,1211,1691,7649
"2004-05","Golden State Warriors",34,48,7039,"0.43",1774,"0.352",5265,"0.457",1955,"0.722",1069,2436,1811,642,420,1112,1833,8094
"2005-06","Golden State Warriors",34,48,6785,"0.433",1832,"0.341",4953,"0.467",2190,"0.718",980,2485,1694,604,357,1156,1941,8076
"2006-07","Golden State Warriors",42,40,7048,"0.463",1967,"0.356",5081,"0.504",2113,"0.717",940,2456,1950,750,466,1309,1933,8737
"2007-08","Golden State Warriors",48,34,7406,"0.459",2185,"0.348",5221,"0.506",2044,"0.752",1045,2496,1833,744,377,1082,1875,9105
"2008-09","Golden State Warriors",29,53,7055,"0.458",1475,"0.373",5580,"0.48",2392,"0.791",953,2492,1711,638,527,1201,1842,8905
"2009-10","Golden State Warriors",26,56,7094,"0.469",1687,"0.375",5407,"0.499",2085,"0.782",753,2397,1839,761,340,1204,1886,8922
"2010-11","Golden State Warriors",36,46,7047,"0.461",1749,"0.392",5298,"0.484",1695,"0.761",955,2370,1847,737,406,1198,1806,8477
"2011-12","Golden State Warriors",23,43,5443,"0.457",1351,"0.388",4092,"0.48",1235,"0.77",640,1947,1470,528,362,915,1410,6453
"2012-13","Golden State Warriors",47,35,6840,"0.458",1632,"0.403",5208,"0.475",1744,"0.79",885,2801,1845,567,346,1236,1753,8296
"2013-14","Golden State Warriors",51,31,7005,"0.462",2037,"0.38",4968,"0.496",1731,"0.753",896,2819,1912,642,407,1247,1784,8549
"2014-15","Golden State Warriors",67,15,7137,"0.478",2217,"0.398",4920,"0.514",1709,"0.768",853,2814,2248,762,496,1185,1628,9016
"2017-18","Golden State Warriors",58,24,6981,"0.503",2370,"0.391",4611,"0.56",1668,"0.815",691,2877,2402,656,612,1267,1607,9304
"2018-19","Golden State Warriors",57,25,7361,"0.491",2824,"0.385",4537,"0.557",1672,"0.801",797,2990,2413,625,525,1169,1757,9650
"2019-20","Golden State Warriors",15,50,5730,"0.438",2032,"0.334",3698,"0.495",1511,"0.803",647,2138,1663,534,299,969,1304,6912
"2020-21","Golden State Warriors",39,33,6347,"0.468",2789,"0.376",3558,"0.541",1520,"0.785",574,2524,1991,587,342,1080,1526,8187
"2021-22","Golden State Warriors",53,29,7087,"0.469",3231,"0.364",3856,"0.557",1665,"0.769",800,2930,2223,719,372,1221,1723,9102
"2022-23","Golden State Warriors",44,38,7393,"0.479",3540,"0.385",3853,"0.564",1655,"0.794",864,2793,2446,588,323,1336,1757,9753
"2016-17","Golden State Warriors",67,15,7140,"0.495",2562,"0.383",4578,"0.557",1850,"0.788",770,2873,2491,785,555,1211,1585,9503
"2015-16","Golden State Warriors",73,9,7159,"0.487",2592,"0.416",4567,"0.528",1790,"0.763",816,2972,2373,689,498,1245,1701,9421
"2000-01","Houston Rockets",45,37,6494,"0.453",1412,"0.357",5082,"0.48",2086,"0.758",919,2524,1613,587,358,1204,1657,7972
"2001-02","Houston Rockets",28,54,6629,"0.428",1480,"0.335",5149,"0.455",1893,"0.741",1025,2411,1482,537,445,1156,1476,7572
"2002-03","Houston Rockets",43,39,6461,"0.44",1267,"0.346",5194,"0.462",2044,"0.768",1024,2564,1506,594,493,1276,1602,7688
"2003-04","Houston Rockets",45,37,6195,"0.442",1406,"0.366",4789,"0.464",1774,"0.773",847,2647,1579,560,443,1373,1762,7362
"2004-05","Houston Rockets",51,31,6419,"0.443",1521,"0.364",4898,"0.468",1986,"0.781",874,2601,1733,563,378,1135,1807,7796
"2005-06","Houston Rockets",34,48,6252,"0.433",1414,"0.332",4838,"0.463",1980,"0.759",849,2565,1580,588,320,1193,1863,7387
"2006-07","Houston Rockets",52,30,6528,"0.445",1893,"0.372",4635,"0.475",1906,"0.753",880,2673,1704,583,337,1162,1710,7953
"2007-08","Houston Rockets",55,27,6698,"0.448",1707,"0.342",4991,"0.485",1848,"0.726",1002,2659,1757,598,420,1125,1609,7931
"2008-09","Houston Rockets",53,29,6526,"0.453",1656,"0.375",4870,"0.48",1903,"0.805",862,2662,1662,548,355,1158,1553,8070
"2009-10","Houston Rockets",42,40,6923,"0.447",1838,"0.351",5085,"0.481",2022,"0.772",971,2471,1790,583,318,1188,1712,8395
"2010-11","Houston Rockets",43,39,6975,"0.454",1843,"0.367",5132,"0.486",2083,"0.801",962,2549,1955,581,371,1110,1641,8685
"2011-12","Houston Rockets",34,32,5543,"0.449",1330,"0.359",4213,"0.477",1301,"0.782",769,2014,1404,496,319,955,1347,6474
"2012-13","Houston Rockets",45,37,6782,"0.461",2369,"0.366",4413,"0.511",2087,"0.754",909,2652,1902,679,359,1348,1662,8688
"2013-14","Houston Rockets",54,28,6603,"0.472",2179,"0.358",4424,"0.529",2549,"0.712",920,2797,1755,621,461,1323,1676,8829
"2014-15","Houston Rockets",56,26,6832,"0.444",2680,"0.348",4152,"0.506",2133,"0.715",958,2624,1820,777,407,1366,1803,8522
"2015-16","Houston Rockets",41,41,6847,"0.452",2533,"0.347",4314,"0.514",2407,"0.694",930,2601,1821,821,430,1307,1790,8737
"2016-17","Houston Rockets",55,27,7152,"0.462",3306,"0.357",3846,"0.552",2177,"0.766",892,2746,2070,670,352,1240,1634,9458
"2017-18","Houston Rockets",65,17,6906,"0.46",3470,"0.362",3436,"0.558",2061,"0.781",739,2825,1767,699,392,1135,1597,9213
"2018-19","Houston Rockets",53,29,7163,"0.449",3721,"0.356",3442,"0.551",2001,"0.791",836,2613,1741,700,405,1094,1803,9341
"2019-20","Houston Rockets",44,28,6512,"0.451",3261,"0.345",3251,"0.557",1876,"0.791",704,2484,1557,627,371,1057,1566,8482
"2020-21","Houston Rockets",17,55,6372,"0.444",2923,"0.339",3449,"0.532",1606,"0.74",671,2396,1699,546,361,1060,1407,7833
"2021-22","Houston Rockets",20,62,7083,"0.456",3170,"0.349",3913,"0.543",2010,"0.713",786,2660,1932,600,382,1351,1692,8997
"2022-23","Houston Rockets",22,60,7287,"0.457",2619,"0.327",4668,"0.53",2078,"0.754",1100,2695,1835,600,374,1332,1679,9081
"2000-01","Indiana Pacers",41,41,6431,"0.44",1159,"0.342",5272,"0.461",2009,"0.766",921,2595,1763,563,487,1244,1926,7591
"2001-02","Indiana Pacers",42,40,6580,"0.446",1195,"0.339",5385,"0.47",2155,"0.772",930,2568,1884,658,436,1249,1876,7938
"2002-03","Indiana Pacers",48,34,6608,"0.441",1119,"0.339",5489,"0.461",2271,"0.766",1004,2622,1910,696,443,1210,1811,7940
"2003-04","Indiana Pacers",61,21,6322,"0.435",1281,"0.351",5041,"0.457",2014,"0.764",965,2452,1774,726,411,1182,1709,7493
"2004-05","Indiana Pacers",44,38,6169,"0.432",1575,"0.344",4594,"0.463",2206,"0.792",868,2418,1489,615,357,1173,1890,7626
"2005-06","Indiana Pacers",41,41,6274,"0.444",1536,"0.349",4738,"0.475",2158,"0.737",898,2559,1631,598,409,1254,1821,7699
"2006-07","Indiana Pacers",35,47,6561,"0.438",1389,"0.346",5172,"0.462",2125,"0.76",990,2441,1680,599,447,1335,1912,7840
"2007-08","Indiana Pacers",36,46,6993,"0.444",2021,"0.374",4972,"0.472",2042,"0.768",904,2633,1864,623,412,1236,1921,8527
"2008-09","Indiana Pacers",36,46,7080,"0.455",1725,"0.378",5355,"0.48",1890,"0.807",924,2661,1775,573,434,1189,1895,8617
"2009-10","Indiana Pacers",32,50,6823,"0.443",1896,"0.348",4927,"0.479",2019,"0.775",785,2618,1730,585,439,1232,1848,8263
"2010-11","Indiana Pacers",37,45,6787,"0.442",1653,"0.354",5134,"0.471",2035,"0.782",914,2657,1611,584,456,1262,1782,8183
"2011-12","Indiana Pacers",42,24,5375,"0.438",1064,"0.368",4311,"0.455",1724,"0.782",826,2070,1228,523,357,925,1430,6449
"2012-13","Indiana Pacers",49,32,6525,"0.436",1599,"0.347",4926,"0.465",1915,"0.746",1043,2671,1645,580,513,1227,1623,7674
"2013-14","Indiana Pacers",56,26,6573,"0.449",1542,"0.357",5031,"0.477",1907,"0.779",834,2831,1651,550,446,1237,1675,7933
"2014-15","Indiana Pacers",38,44,6824,"0.439",1740,"0.352",5084,"0.469",1817,"0.756",856,2822,1757,505,375,1147,1742,7981
"2015-16","Indiana Pacers",45,37,6985,"0.45",1889,"0.351",5096,"0.486",1872,"0.764",847,2779,1741,742,391,1219,1641,8377
"2016-17","Indiana Pacers",42,40,6931,"0.465",1885,"0.376",5046,"0.498",1811,"0.81",742,2702,1844,669,409,1130,1597,8618
"2017-18","Indiana Pacers",48,34,7083,"0.472",2010,"0.369",5073,"0.513",1573,"0.779",788,2684,1819,721,340,1089,1544,8656
"2018-19","Indiana Pacers",48,34,7135,"0.475",2081,"0.374",5054,"0.517",1727,"0.752",762,2766,2128,713,404,1122,1594,8857
"2019-20","Indiana Pacers",45,28,6457,"0.476",2046,"0.363",4411,"0.529",1393,"0.787",636,2489,1888,543,376,967,1445,7989
"2020-21","Indiana Pacers",34,38,6567,"0.474",2445,"0.364",4122,"0.54",1493,"0.792",648,2424,1973,611,460,975,1453,8302
"2021-22","Indiana Pacers",25,57,7338,"0.463",2899,"0.344",4439,"0.541",1754,"0.768",925,2671,2081,582,457,1183,1675,9140
"2022-23","Indiana Pacers",35,47,7345,"0.469",3030,"0.367",4315,"0.54",1944,"0.79",832,2575,2213,631,478,1225,1741,9535
"2000-01","Los Angeles Clippers",31,51,6467,"0.448",1063,"0.339",5404,"0.469",2061,"0.693",962,2559,1585,490,513,1293,1775,7581
"2001-02","Los Angeles Clippers",39,43,6668,"0.445",1147,"0.356",5521,"0.464",2026,"0.739",1083,2474,1714,510,540,1214,1624,7846
"2002-03","Los Angeles Clippers",27,55,6490,"0.437",1178,"0.331",5312,"0.46",2177,"0.75",1008,2462,1605,574,461,1291,1784,7693
"2003-04","Los Angeles Clippers",28,54,6579,"0.428",1024,"0.321",5555,"0.448",2302,"0.785",1149,2416,1653,594,376,1344,1816,7771
"2004-05","Los Angeles Clippers",37,45,6368,"0.459",669,"0.345",5699,"0.473",2274,"0.778",980,2455,1901,599,422,1290,1819,7849
"2005-06","Los Angeles Clippers",47,35,6443,"0.465",843,"0.344",5600,"0.483",2142,"0.791",828,2704,1708,534,503,1185,1872,7970
"2006-07","Los Angeles Clippers",40,42,6318,"0.456",903,"0.348",5415,"0.474",2245,"0.788",888,2484,1762,596,472,1239,1858,7843
"2007-08","Los Angeles Clippers",23,59,6445,"0.438",1079,"0.324",5366,"0.46",2178,"0.781",800,2491,1732,557,398,1180,1745,7692
"2008-09","Los Angeles Clippers",19,63,6696,"0.441",1513,"0.354",5183,"0.467",1839,"0.736",890,2377,1723,572,482,1221,1650,7799
"2009-10","Los Angeles Clippers",29,53,6601,"0.455",1457,"0.332",5144,"0.49",1867,"0.73",927,2502,1810,532,466,1285,1581,7849
"2010-11","Los Angeles Clippers",32,50,6594,"0.457",1519,"0.338",5075,"0.493",2187,"0.707",955,2501,1813,585,402,1343,1733,8089
"2011-12","Los Angeles Clippers",40,26,5366,"0.455",1441,"0.357",3925,"0.49",1538,"0.68",800,1943,1385,556,315,879,1399,6438
"2012-13","Los Angeles Clippers",56,26,6608,"0.478",1752,"0.358",4856,"0.522",1888,"0.711",938,2475,1958,784,461,1197,1716,8289
"2013-14","Los Angeles Clippers",57,25,6761,"0.474",1966,"0.352",4795,"0.525",2384,"0.73",858,2668,2016,703,397,1136,1767,8850
"2014-15","Los Angeles Clippers",56,26,6830,"0.473",2202,"0.376",4628,"0.519",2067,"0.71",784,2711,2031,640,409,1012,1749,8751
"2015-16","Los Angeles Clippers",53,29,6759,"0.465",2190,"0.364",4569,"0.513",2152,"0.692",721,2727,1873,709,460,1063,1746,8569
"2016-17","Los Angeles Clippers",51,31,6820,"0.475",2245,"0.375",4575,"0.525",2128,"0.745",738,2790,1848,612,347,1062,1626,8911
"2017-18","Los Angeles Clippers",42,40,7004,"0.471",2196,"0.354",4808,"0.525",2095,"0.743",832,2766,1832,628,373,1204,1638,8937
"2018-19","Los Angeles Clippers",48,34,7178,"0.471",2118,"0.388",5060,"0.507",2340,"0.792",796,2936,1970,561,385,1193,1913,9442
"2019-20","Los Angeles Clippers",49,23,6425,"0.466",2410,"0.371",4015,"0.522",1894,"0.791",767,2664,1708,511,338,1051,1594,8377
"2020-21","Los Angeles Clippers",47,25,6242,"0.482",2498,"0.411",3744,"0.529",1387,"0.839",678,2501,1756,509,295,950,1383,8209
"2021-22","Los Angeles Clippers",42,40,7170,"0.458",2802,"0.374",4368,"0.512",1606,"0.793",747,2860,1969,608,406,1126,1528,8890
"2022-23","Los Angeles Clippers",44,38,7059,"0.477",2735,"0.381",4324,"0.539",1962,"0.781",803,2742,1959,580,364,1167,1598,9314
"2000-01","Los Angeles Lakers",56,26,6685,"0.465",1275,"0.344",5410,"0.494",2333,"0.683",1085,2583,1888,564,490,1184,1872,8251
"2001-02","Los Angeles Lakers",58,24,6840,"0.461",1439,"0.354",5401,"0.489",2138,"0.699",1022,2607,1882,625,478,1040,1823,8304
"2002-03","Los Angeles Lakers",50,32,6856,"0.451",1367,"0.356",5489,"0.475",2129,"0.734",1078,2554,1909,639,470,1192,1874,8230
"2003-04","Los Angeles Lakers",56,26,6676,"0.454",1115,"0.327",5561,"0.479",2352,"0.693",1001,2535,1948,682,379,1132,1732,8052
"2004-05","Los Angeles Lakers",34,48,6629,"0.437",1813,"0.355",4816,"0.467",2137,"0.777",1028,2511,1672,508,344,1176,1794,8095
"2005-06","Los Angeles Lakers",45,37,6607,"0.453",1583,"0.349",5024,"0.486",2172,"0.745",970,2488,1734,628,350,1143,1894,8154
"2006-07","Los Angeles Lakers",42,40,6664,"0.466",1724,"0.353",4940,"0.505",2221,"0.747",886,2495,1850,600,421,1273,1889,8474
"2007-08","Los Angeles Lakers",57,25,6818,"0.476",1751,"0.378",5067,"0.51",2270,"0.769",898,2722,2003,654,438,1156,1691,8904
"2008-09","Los Angeles Lakers",65,17,6981,"0.474",1516,"0.361",5465,"0.505",2087,"0.77",1015,2587,1908,718,420,1103,1698,8768
"2009-10","Los Angeles Lakers",57,25,6875,"0.457",1562,"0.341",5313,"0.492",1985,"0.765",973,2662,1730,612,400,1096,1592,8339
"2010-11","Los Angeles Lakers",57,25,6757,"0.463",1487,"0.352",5270,"0.494",1979,"0.779",989,2616,1801,602,422,1073,1555,8321
"2011-12","Los Angeles Lakers",41,25,5319,"0.457",1112,"0.326",4207,"0.491",1589,"0.756",799,2251,1485,390,351,997,1109,6422
"2012-13","Los Angeles Lakers",45,37,6640,"0.458",2015,"0.355",4625,"0.503",2289,"0.692",942,2732,1818,576,429,1232,1467,8381
"2013-14","Los Angeles Lakers",27,55,6980,"0.45",2032,"0.381",4948,"0.478",1835,"0.757",745,2620,2006,611,446,1239,1627,8442
"2014-15","Los Angeles Lakers",21,61,7020,"0.435",1546,"0.344",5474,"0.461",1935,"0.741",952,2647,1715,578,366,1086,1741,8073
"2015-16","Los Angeles Lakers",17,65,6956,"0.414",2016,"0.317",4940,"0.454",2028,"0.781",878,2645,1478,593,337,1124,1662,7982
"2016-17","Los Angeles Lakers",26,56,7164,"0.45",2110,"0.346",5054,"0.493",1853,"0.754",933,2636,1716,674,320,1243,1698,8575
"2017-18","Los Angeles Lakers",35,47,7248,"0.461",2384,"0.345",4864,"0.517",1910,"0.714",876,2927,1949,633,388,1295,1736,8862
"2018-19","Los Angeles Lakers",37,45,7425,"0.47",2541,"0.333",4884,"0.541",1910,"0.699",835,2985,2096,618,440,1284,1701,9165
"2019-20","Los Angeles Lakers",52,19,6269,"0.48",2242,"0.349",4027,"0.552",1728,"0.729",757,2490,1803,612,468,1077,1471,8054
"2020-21","Los Angeles Lakers",42,30,6197,"0.472",2248,"0.354",3949,"0.539",1679,"0.739",695,2490,1775,562,386,1095,1377,7887
"2021-22","Los Angeles Lakers",33,49,7279,"0.469",2826,"0.347",4453,"0.546",1884,"0.732",782,2826,1968,626,425,1191,1654,9192
"2022-23","Los Angeles Lakers",43,39,7298,"0.482",2558,"0.346",4740,"0.555",2182,"0.775",818,2930,2072,526,378,1154,1466,9608
"2000-01","Vancouver Grizzlies",23,59,6539,"0.439",947,"0.343",5592,"0.455",1892,"0.77",894,2431,1899,586,359,1291,1733,7522
"2001-02","Memphis Grizzlies",23,59,6535,"0.436",1096,"0.307",5439,"0.462",1883,"0.708",984,2413,1785,646,488,1344,1571,7372
"2002-03","Memphis Grizzlies",28,54,6743,"0.452",1279,"0.365",5464,"0.473",1936,"0.739",943,2466,1892,651,500,1262,1678,7995
"2003-04","Memphis Grizzlies",50,32,6657,"0.445",1314,"0.34",5343,"0.471",2143,"0.727",1047,2381,1915,795,565,1226,1903,7930
"2004-05","Memphis Grizzlies",45,37,6271,"0.447",1486,"0.357",4785,"0.475",2024,"0.754",887,2307,1716,699,476,1197,1910,7661
"2005-06","Memphis Grizzlies",49,33,6125,"0.448",1578,"0.374",4547,"0.474",2077,"0.711",834,2379,1586,600,442,1134,1757,7558
"2006-07","Memphis Grizzlies",22,60,6448,"0.465",1362,"0.367",5086,"0.491",2410,"0.761",866,2375,1680,564,407,1343,1827,8331
"2007-08","Memphis Grizzlies",22,60,6737,"0.454",1779,"0.349",4958,"0.492",2097,"0.723",848,2567,1574,503,386,1251,1592,8257
"2008-09","Memphis Grizzlies",24,58,6311,"0.454",1106,"0.36",5205,"0.474",2077,"0.756",847,2337,1423,615,385,1252,1777,7698
"2009-10","Memphis Grizzlies",40,42,6875,"0.469",1020,"0.337",5855,"0.492",2202,"0.733",1070,2496,1543,645,399,1248,1655,8404
"2010-11","Memphis Grizzlies",46,36,6801,"0.471",926,"0.334",5875,"0.492",1981,"0.75",970,2391,1691,771,441,1145,1705,8195
"2011-12","Memphis Grizzlies",41,25,5422,"0.447",849,"0.326",4573,"0.47",1504,"0.759",831,1944,1290,631,345,955,1316,6269
"2012-13","Memphis Grizzlies",56,26,6679,"0.444",1107,"0.345",5572,"0.463",1746,"0.773",1059,2445,1715,703,436,1144,1660,7659
"2013-14","Memphis Grizzlies",50,32,6723,"0.464",1147,"0.353",5576,"0.487",1666,"0.741",950,2526,1792,631,375,1124,1568,7884
"2014-15","Memphis Grizzlies",55,27,6763,"0.458",1246,"0.339",5517,"0.485",1869,"0.773",856,2634,1777,700,347,1094,1567,8062
"2015-16","Memphis Grizzlies",42,40,6859,"0.44",1521,"0.331",5338,"0.471",2024,"0.783",916,2497,1697,724,350,1090,1783,8126
"2016-17","Memphis Grizzlies",43,39,6854,"0.435",2169,"0.354",4685,"0.473",1918,"0.784",886,2621,1744,653,344,1059,1840,8239
"2017-18","Memphis Grizzlies",22,60,6788,"0.444",2152,"0.352",4636,"0.486",1732,"0.786",779,2544,1767,613,396,1227,1900,8145
"2018-19","Memphis Grizzlies",33,49,6924,"0.45",2368,"0.342",4556,"0.505",1882,"0.772",723,2703,1963,684,448,1147,1801,8490
"2019-20","Memphis Grizzlies",34,39,6634,"0.468",2297,"0.347",4337,"0.532",1589,"0.763",754,2643,1965,576,398,1113,1546,8222
